Codigo,Medicamento,Accion Terapeutica,Laboratorio
M0000010788,ZAVEDOS,Antineoplásico,PFIZER
M0000010789,ZAVESCA,Inhibidor enzimático,BIOTOSCANA
M0000010790,ZECNAZOL,Antiparasitario,GRUINFACOL
M0000010791,ZEITE,Inhibidor de la tirosina quinasa en LMC/GIST,ABBOTT
M0000010792,ZELTA,Antipsicótico,BUSSIE
M0000010793,ZEMPLAR,Antiparatiroideo,ABBVIE
M0000010794,ZENAPAX,Anticuerpo monoclonal humanizado,ROCHE
M0000010795,ZENHALE,Tratamiento de mantenimiento y reducción de exacerbaciones de asma,MSD
M0000010796,ZENTEL,Antihelmíntico de amplio espectro,GLAXOSMITHKLINE
M0000010797,ZEROCOLER,Hipocolesterolemiante,APOTECARIUM
M0000010798,ZETIA,Hipocolesterolemiante,MSD
M0000010799,ZIAC,Antihipertensivo,MERCK S.A.
M0000010800,ZIAGEN,Antiviral contra el HIV,GLAXOSMITHKLINE
M0000010801,ZIDOVUDINA,Antiviral sistémico,CARLON
M0000010802,ZIDOVUDINA HUMAX,Antiviral sistémico,HUMAX
M0000010803,ZIMERICINA,Antibiótico de amplio espectro,AMERICA
M0000010804,ZIMOR,Hipnóticos y Sedantes,LEGRAND
M0000010805,ZINC-O,Coadyuvante en el manejo de la diarrea persistente,LICOL
M0000010806,ZINCICA,Protector cutáneo,BLASKOV
M0000010807,ZINKIDS,Coadyuvante en el manejo de la enfermedad diarreica,TECNOQUIMICAS
M0000010808,ZINNAT,Antibiótico de amplio espectro,GLAXOSMITHKLINE
M0000010809,ZINTERGIA,Antiparkinsoniano,NOVAMED
M0000010810,ZINTREPID,Hipocolesterolemiante,MSD
M0000010811,ZIPED,Coady, en trat, diarrea aguda y persistente,NOVAMED
M0000010812,ZIPED FORTE,Coady, en trat, diarrea aguda y persistente,NOVAMED
M0000010813,ZITRIM,Antibiótico macrólido,PROCAPS
M0000010814,ZITROMAX,Antibiótico macrólido,PFIZER
M0000010815,ZOAR,Antihistamínico,LABINCO
M0000010816,ZOCOR,Hipocolesterolemiante,MSD
M0000010817,ZOELY,Anticonceptivo oral,MSD
M0000010818,ZOFREX,Inhibidor de la resorción osteoclástica,ABBOTT
M0000010819,ZOLADEX 3,6MG,Antineoplásico, Análogo LHRH,ASTRAZENECA
M0000010820,ZOLADEX LA 10,8MG,Antineoplásico, Análogo LHRH,ASTRAZENECA
M0000010821,ZOLAXAT (OXALIPLATINO) PISA,Tratamiento del cáncer colorrectal metastásico en monoquimioterapia o en asociación con otros agentes antineoplásicos,PISA
M0000010822,ZOLINZA,Antineoplásico,MSD
M0000010823,ZOLOF,Inhibidor selectivo de la recaptación de serotonina,PFIZER
M0000010824,ZOLPIDEM,Hipnótico,GENFAR
M0000010825,ZOLPIDEM HUMAX,Hipnótico,HUMAX
M0000010826,ZOLPIDEM MK,Hipnótico,MK
M0000010827,ZOLPRA,Antiinfeccioso,APOTECARIUM
M0000010828,ZOMETA,Inhibidor de la resorción osteoclástica,NOVARTIS
M0000010829,ZOPICLONA,Hipnótico,RECIPE
M0000010830,ZOPICLONA,Hipnótico,GENFAR
M0000010831,ZOPICLONA HUMAX,Hipnótico,HUMAX
M0000010832,ZOPICLONA LA SANTE,Hipnótico,LA SANTE
M0000010833,ZOPICLONA MK,Hipnótico,MK
M0000010834,ZOPLIMAX,Hipnótico no benzodiazepínico,GARMISCH
M0000010835,ZURCAL,Inhibidor de la bomba de protones,TAKEDA
M0000010836,ZYMARAN,Antiinfeccioso oftálmico,ALLERGAN
M0000010837,ZYPREXA,Antipsicótico,ELI LILLY
M0000010838,ZYPREXA IM,Antipsicótico,ELI LILLY
M0000010839,ZYPREXA ZYDIS,Antipsicótico,ELI LILLY
M0000010840,ZYRFAR,Antihistamínico, antialérgico,COASPHARMA
M0000010841,ZYTIGA,Tratamiento del cáncer metastásico de próstata avanzado,JANSSEN-CILAG
M0000010842,ZYTOKIL (DOXORUBICINA) PISA,Indicado en el tratamiento de carcinoma transicional, sarcomas, neuroblastoma, carcinoma de mama, ovario tiroides y gástrico, tumor de Wilms, leucemia linfoblástica aguda, linfomas neoplasmas malignos de pulmón y sangre,PISA
M0000010843,ZYVOXID,Antibiótico,PFIZER
M0000046321,ACID MANTLE,Emoliente y protector,BAYER
M0000046322,ADIMOD,Inmunomodulador-inmunoestimulante,BAGO
M0000046323,ALERXY,Antihistamínico tópico nasal,ABBOTT
M0000046324,ALERXY C,Antihistamínico, Corticosteroide tópico para uso nasal,ABBOTT
M0000046325,ALKA-SELTZER / ALKA-SELTZER LIMA-LIMON,Antidispéptico, analgésico rápido alivio,BAYER
M0000046326,ALKA-SELTZER DIGEST,Antiácido,BAYER
M0000046327,APIRON,Antiinflamatorio, Analgésico, Antipirético,INCOBRA
M0000046328,APRONAX,Analgésico, Antiinflamatorio, Antipirético,BAYER
M0000046329,ASPIRINA,Eficacia comprobada contra el dolor, Analgésico, antiinflamatorio, antipirético,BAYER
M0000046330,ASPIRINA 100,Antiagregante plaquetario,BAYER
M0000046331,ASPIRINA FORTE,Analgésico, Antiinflamatorio,BAYER
M0000046332,BETHENE,Protector dérmico,BAYER
M0000046333,BIFANTREL,Antihelmíntico,INCOBRA
M0000046334,BIOTOPIX PHOTOPROTECT CREMA SPF 50+,CremaTratamiento avanzado en fotoprotección,EUROETIKA
M0000046335,BRONCOTIMOD,Inmunoestimulante,EUROETIKA
M0000046336,CAFIASPIRINA,Alivio del dolor de cabeza y muscular,BAYER
M0000046337,CANESTEN,Antimicótico tópico,BAYER
M0000046338,CEFIBAN,Deficiencia de vitamina C,INCOBRA
M0000046339,CIRUELAX FORTE,Laxante, Tratamiento de corta duración del estreñimiento ocasional y afecciones en las cuales se requiera una fácil evacuación intestinal con heces blandas,GARDEN HOUSE
M0000046340,CIRUELAX JARABE,Laxante, Tratamiento de corta duración del estreñimiento ocasional y afecciones en las cuales se requiera una fácil evacuación intestinal con heces blandas,GARDEN HOUSE
M0000046341,CIRUELAX MINITABS,Laxante, Tratamiento de corta duración del estreñimiento ocasional y afecciones en las cuales se requiera una fácil evacuación intestinal con heces blandas,GARDEN HOUSE
M0000046342,COLISTINA 150 MG,Antiinfeccioso de uso sistémico,BIOSPIFAR
M0000046343,DOXICLOR,Antibiótico de Amplio Espectro,COASPHARMA
M0000046344,EPHYNAL,Vitamínico,BAYER
M0000046345,ESPASMO-SILIGAS,Antiespasmódico, antiflatulento,INCOBRA
M0000046346,FELONEX,Inmunosupresor,PROCAPS
M0000046347,FERMOLAC,Bacilos lácticos vivos para restablecer la flora intestinal,INCOBRA
M0000046348,GYNOCANESTEN,Antimicótico vaginal,BAYER
M0000046349,GYNOCANESTEN 3 OVULO BLANDO,Antimicótico vaginal,BAYER
M0000046350,KETOBIFAN,Antimicótico de amplio espectro de una sola dosis diaria,INCOBRA
M0000046402,TUSSYL MIEL,Mucolítico, expectorante, cilioestimulante,INCOBRA
M0000046613,CARDIOL 25 Y 50MG,Antihipertensivo,LAFRANCOL
M0000046614,DAYAMINERAL,Suplemento multivitamínico con hierro,ABBOTT
M0000046615,DIENOMET,Tratamiento de endometriosis,LAFRANCOL
M0000046616,DURAX VSD,Tratamiento de la disfunción eréctil,LAFRANCOL
M0000046617,ENSOY NIÑOS DEFENSE,Alimento en polvo con proteína aislada de soya, adicionado con vitaminas, minerales, con probióticos, Naturalmente libre de gluten, Indicado en niños mayores de 2 años,LAFRANCOL
M0000046618,PLURIAMIN,Tratamiento de náuseas y vómitos en embarazo,LAFRANCOL
M0000046619,SALUFIT,Alimento a base de proteína aislada de soya con vitaminas y minerales,LAFRANCOL
M0000046620,SEGUFEM,Terapia de reemplazo hormonal,LAFRANCOL
M0000046621,XGEVA,Agente para tratamiento de enfermedades óseas,AMGEN
M0000047264,KAZIDE SUSPENSION,Antiparasitario,ABBOTT
M0000047462,INMUNOPLEX,,NUTRABIOTICS
M0000047803,ACEMUK,Mucolítico,SIEGFRIED
M0000047804,ACENOL,Antagonista de receptores de la aldosterona, Falla cardíaca congestiva, postinfarto, hipertensión,ABBOTT
M0000047805,ACETAMINOFEN LA SANTE,Analgésico, Antipirético,LA SANTE
M0000047806,ACETAMINOFEN/CODEINA MK,Analgésico moderadamente narcótico, Antipirético,MK
M0000047807,ACETANOVAFEN,Analgésico, Antipirético,HUMAX
M0000047808,ACNOIC GEL,Antiacneico tópico,ABBOTT
M0000047809,ACODEIN,Analgésico moderadamente narcótico,ABBOTT
M0000047810,ACOTOL,Anticonceptivo,ABBOTT
M0000047811,ADAPTESSENS,,NUTRABIOTICS
M0000047812,ADCETRIS,Antineoplásico,TAKEDA
M0000047813,ADLERCID,Antiulceroso, Inhibidor de la bomba de protones,DATA PHARM.
M0000047814,ADOREM 500MG,Analgésico antipirético,SIEGFRIED
M0000047815,ALERCARE 2MG/ML,Antihistamínico de uso oftálmico,ABBOTT
M0000047816,ALERFAST D,Antihistamínico, Descongestivo,TECNOQUIMICAS
M0000047817,ALLERGOVAC POLIMERIZADO DEPOT 1 DIA,Inmunoterapia,NOVAMED
M0000047818,ALLERGOVAC SUBLINGUAL,Inmunoterapia,NOVAMED
M0000047819,ALRESKATE DIARESQ LAFRANCOL,Alimento,ABBOTT
M0000047820,ALRESKATE FEST LAFRANCOL,Alimento,ABBOTT
M0000047821,AMOXICILINA 250MG/5ML,Antibacteriano para uso sistémico,NOVAMED
M0000047822,AMVAL H,Manejo de la hipertensión arterial,ABBOTT
M0000047823,ANEMIKIDS GOTAS Y SOLUCION,Antianémico,NOVAMED
M0000047824,APEPLUS,Antialopécico,ABBOTT
M0000047825,ARANESP,Antianémico,AMGEN
M0000047826,ARTIFLEX,Fitoterapéutico, Analgésico y antiinflamatorio,ASHER PHARMA
M0000047827,ASTIGMIN HUMAX,Inhibidor de la acetilcolinesterasa,HUMAX
M0000047828,ATELIT DUO,Antiagregante plaquetario,ABBOTT
M0000047829,AVANTIUM,Corticosteroide,NEVOX FARMA
M0000047830,AXOFIN,Novofilinas,LEGRAND
M0000047831,BELLAFACE SUAVE,Anticonceptivo hormonal,ABBOTT
M0000047832,BELLYCRAN,Coadyuvante en el manejo de infecciones urinarias,ABBOTT
M0000047833,BENZIRIN VERDE ASEPTIC,Antiinflamatorio, anestésico, antiséptico tópico,TECNOQUIMICAS
M0000047834,BETAMETASONA MK CREMA,Corticosteroide tópico,MK
M0000047835,BETASERC,Antivertiginoso,ABBOTT
M0000047836,BILIFOR CAPSULAS,Laxante,GRUINFACOL
M0000047837,BIOBACTRO,Profilaxis de las infecciones vaginales,ABBOTT
M0000047838,BIOFOCUS,Antiglaucomatoso,ABBOTT
M0000047839,BIOGAIA,Suplemento dietario,ABBOTT
M0000047840,BIOLAX,Laxante,ABBOTT
M0000047841,BIOMEBAL,Amebicida - Giardicida y Antihelmíntico,COASPHARMA
M0000047842,BIOSIL CAPSULAS,Generador Avanzado de Colágeno,PANIJU
M0000047843,BIOSIL GOTAS,Generador Avanzado de Colágeno,PANIJU
M0000047844,BOZIB 3.5MG/VIAL,Antineoplásico,DR.REDDY'S
M0000047845,BRIA,Anticolinérgico tópico nasal,ABBOTT
M0000047846,BRIDINE,Antiglaucomatoso,ABBOTT
M0000047847,BUCCOTHERM DENTAL SPRAY,Enjuague bucal,EUROETIKA
M0000047848,BUSULFAN,Antineoplásico,HB HUMAN BIOSC
M0000047849,CALCIUM 1200MG PLUS 1000UI VIT.D3 SOFTG,Suplemento dietario,IPEF
M0000047850,CALMESSENS,,NUTRABIOTICS
M0000047851,CANDAM,Tratamiento de la hipertensión idiopática,ABBOTT
M0000047852,CANDAM-H,Manejo de la hipertensión arterial,ABBOTT
M0000047853,CANDAZOL,Bactericida vaginal, Tricomonicida,ABBOTT
M0000047854,CANDESARTAN MK,Antihipertensivo,MK
M0000047855,CANDESARTAN/HIDROCLOROTIAZIDA MK,Antihipertensivo,MK
M0000047856,CAPIIBINE 500MG TABLETAS,Antineoplásico,DR.REDDY'S
M0000047857,CARDIAM,Antihipertensivo,HUMAX
M0000047858,CARTEOF,Antimicrobiano, Corticosteroide,ABBOTT
M0000047859,CHIQUIDENT,Anestésico local,NOVAMED
M0000047860,CIMOXEN XR,Antimicrobiano,ABBOTT
M0000047861,CIXOL,Antimicrobiano, Corticosteroide,ABBOTT
M0000047862,CLINACYN GEL,Antiacneico tópico,ABBOTT
M0000047863,CLINDAMICINA/CLOTRIMAZOL MK,Antibiótico y antimicótico,MK
M0000047864,CLONAZEPAM,Benzodiacepina,HUMAX
M0000047865,CLOXAQUIM GOTAS,Antiepiléptico, Tranquilizante,NOVAMED
M0000047866,CLOZAM SOLUCION ORAL,Ansiolítico,HUMAX
M0000047867,COLAGENO HIDROLIZADO C/VITAMINA C,Suplemento dietario,IPEF
M0000047868,COLESTESSENS,Hipolipemiante natural estandarizado clínicamente efectivo para reducir los niveles de colesterol,NUTRABIOTICS
M0000047869,COLIK FORTE,Analgésico, antipirético,ABBOTT
M0000047870,COMPON-X,,NUTRABIOTICS
M0000047871,CONGESTEX GRANULADO,Otros preparados combinados para el resfriado,NOVAMED
M0000047872,CONSTILAX,Laxante,HUMAX
M0000047873,CORAESSENS,,NUTRABIOTICS
M0000047874,CORDIAX AM,Antihipertensivo,ABBOTT
M0000047875,CRANBERRY FRUIT PLUS VITAMIN C,Suplemento dietario,IPEF
M0000047876,CURCETIN,,NUTRABIOTICS
M0000047877,CYSTRON,Antiemético,HB HUMAN BIOSC
M0000047878,DABIX,Antihipertensivo,ABBOTT
M0000047879,DAPTOMIX GEL,Antiacneico,ABBOTT
M0000047880,DARZALEX,Antineoplásico, Anticuerpo monoclonal,JANSSEN-CILAG
M0000047881,DATA ZEROTEROL,Hipocolesterolemiante,DATA PHARM.
M0000047882,DAUNOXOME,Antineoplásico, Antraciclina,HB HUMAN BIOSC
M0000047883,DECADRON ORAL,Antiinflamatorio,TECNOQUIMICAS
M0000047884,DEFEROL,Tratamiento de la osteoporosis posmenopáusica y la deficiencia de vitamina D,PROCAPS
M0000047885,DESIGEL ABBOTT - LAFRANCOL,Suplemento dietario,ABBOTT
M0000047886,DESLOSHER,Antihistamínico no sedante - Antialérgico,HERSON
M0000047887,DESVENLAFAXINA MK,Antidepresivo, inhibidor de la recaptación de serotonina y adrenalina,MK
M0000047888,DEXMETINOVA,Sedante,HUMAX
M0000047889,DEXMETINOVA 400 MCG,Sedante,HUMAX
M0000047890,DIABT LAFRANCOL,Hidrata la piel corporal y de los pies con resequedad extrema, como la de los diabéticos,ABBOTT
M0000047891,DICASEN,Analgésico,TECNOFARMA
M0000047892,DICETEL DUO,Antiespasmódico, Antiflatulento,ABBOTT
M0000047893,DIEVAL,Terapia de reemplazo hormonal,GRÃNENTHAL
M0000047894,DIHIDROCODEINA,Antitusígeno,HUMAX
M0000047895,DIMOFLAX,Propulsivo, preparados enzimáticos,NOVAMED
M0000047896,DIOPAL,Analgésico opioide,ABBOTT
M0000047897,DISPAX,Agentes contra padecimientos funcionales del estómago e intestino,NOVAMED
M0000047898,DIXIN,Ansiolítico,ABBOTT
M0000047899,DK-MULSION,,NUTRABIOTICS
M0000047900,DOLCETTINA,Antihistamínico,ABBOTT
M0000047901,DOLIREN,Analgésico,ABBOTT
M0000047902,DOMPERIDONA LA SANTE,Antiemético, Gastrocinético,LA SANTE
M0000047903,DOPOBARBA LOCION,Loción para después de la afeitada,EUROETIKA
M0000047904,DORLAMIDA T,Antiglaucomatoso,ABBOTT
M0000047905,DORNAX,Analgésico, antiinflamatorio moderadamente narcótico,ABBOTT
M0000047906,DOXU,Analgésico,ABBOTT
M0000047907,DOXU PLUS,Analgésico,ABBOTT
M0000047908,DU-TWO,Antidepresivo,NOVAMED
M0000047909,DULOXETINA MK,Antidepresivo dual - IRSN,MK
M0000047910,DURAX FAST VSD 10MG,Tratamiento de la disfunción eréctil,ABBOTT
M0000047911,DUSPATALIN SUSPENSION,Agente contra el padecimiento de trastornos funcionales del estómago y del intestino,ABBOTT
M0000047912,EMBOCEPT S,Dispositivo médico, Agente para Quimioembolización,HB HUMAN BIOSC
M0000047913,EMTRIFOVIR,Antirretroviral contra el HIV,HUMAX
M0000047914,EMUCELL,,ABBOTT
M0000047915,ENITRAX,Antimicótico de amplio espectro,PROCAPS
M0000047916,ENSOY DYAL +,Alimento en polvo de uso especial en personas con enfermedad renal crónica en estadio 5 (diálisis),LAFRANCOL
M0000047917,ENSOY PREDYAL +,Alimento en polvo de uso especial en personas con enfermedad renal crónica en estadios 1, 2, 3 y 4,LAFRANCOL
M0000047918,ENSOY PRENATAL,Alimento en polvo con proteína aislada de soya, vitaminas, minerales y omega 3, durante el embarazo,LAFRANCOL
M0000047919,ENSOY PROTECT,Alimento en polvo a base de maltodextrina, con proteína aislada de soya, fibra dietaria y probióticos adicionado con vitaminas, minerales, Naturalmente libre de gluten Indicado en mayores de 12 años,LAFRANCOL
M0000047920,ENSOY RECOVER +,Alimento en polvo de uso especial en personas con pérdidas de tejidos corporales, desnutrición proteico energética y pérdida de peso involuntaria,LAFRANCOL
M0000047921,ENTEROPLEX,,NUTRABIOTICS
M0000047922,ENTYVIO,Inmunosupresor,TAKEDA
M0000047923,EPIRUBICINA CLORHIDRATO,Antineoplásico,HB HUMAN BIOSC
M0000047924,ERICOX,Tratamiento de los signos y síntomas de la osteoartritis (OA) y artritis reumatoidea (AR),ABBOTT
M0000047925,ETOFENAMATO MK,Analgésico, Antipirético,MK
M0000047926,ETORIMED,Antiinflamatorio, Antirreumático,NOVAMED
M0000047927,EUMOTRIX PLUS,Regulador de la motilidad gastrointestinal, antiflatulento,ABBOTT
M0000047928,EVELY,Anticonceptivo oral,ABBOTT
M0000047929,EZOLIUM,Antiulceroso,PROCAPS
M0000047930,FACETIX MINI,Antiandrogénico,ABBOTT
M0000047931,FACETIX SUAVE 30,Antiandrogénico,ABBOTT
M0000047932,FAPRIS,Antidepresivo,TECNOFARMA
M0000047933,FAZOL TABLETAS 200MG,Antimicótico,GRÃNENTHAL
M0000047934,FEMOSTON CONTI 1 MG/5 MG,Estrógenos naturales y semisintéticos,ABBOTT
M0000047935,FENOGEST,Inductor de la ovulación,ABBOTT
M0000047936,FENOX,Hipouricemiante,ABBOTT
M0000047937,FEXODINA,Antihistamínico,HUMAX
M0000047938,FITOPLUS,Antiséptico vaginal,ABBOTT
M0000047939,FITOSTREM,Regulador de los síntomas de la menopausia,ASHER PHARMA
M0000047940,FLAXSEED OIL SUNDOWN NATURALS,Suplemento dietario,IPEF
M0000047941,FLEXIMAX ACE,Analgésico, Relajante muscular,ABBOTT
M0000047942,FLEXIMAX NAP,Analgésico, Relajante muscular,ABBOTT
M0000047943,FLUCOSHER,Antimicótico sistémico, Derivado triazoico,HERSON
M0000047944,FOCUS,Antiglaucomatoso,ABBOTT
M0000047945,FOSFLUX,Laxante,HUMAX
M0000047946,FUZOLPAULY LAFRANCOL,Antimicótico,ABBOTT
M0000047947,GASTROESSENS,,NUTRABIOTICS
M0000047948,GASTROFULL MAX,Antiácido, Antirreflujo Gastroesofágico,COASPHARMA
M0000047949,GELIMED,Suplemento dietario,NOVAMED
M0000047950,GIANDA CD,Anticonceptivo hormonal,GRÃNENTHAL
M0000047951,GINODERM GEL 0.06% FRASCO DOSIFICADOR,Sustitución estrogénica,ABBOTT
M0000047952,GIRAPROX,Antibiótico, fluoroquinolona oral,COASPHARMA
M0000047953,GLUCOSAMINA + CONDROITINA LA SANTE,Tratamiento de la osteoartritis,LA SANTE
M0000047954,GLUCOSAMINA LA SANTE,Antiartrósico,LA SANTE
M0000047955,GLUTACEON,,NUTRABIOTICS
M0000047956,GO-SILVER,Antimicrobiano,DATA PHARM.
M0000047957,GREEN FACTOR CAPS,Suplemento dietario,ABBOTT
M0000047958,GREEN FACTOR POWER TEA,Suplemento dietario,ABBOTT
M0000047959,HB ALEOS,Vasodilatador selectivo,HB HUMAN BIOSC
M0000047960,HB CLOVOTABIN,Antineoplásico,HB HUMAN BIOSC
M0000047961,HB EVOTABIN,Antineoplásico,HB HUMAN BIOSC
M0000047962,HB HIDRALACK,Antihipertensivo,HB HUMAN BIOSC
M0000047963,HB METHYBLUE,Tratamiento de intoxicaciones,HB HUMAN BIOSC
M0000047964,HB ONCOBREAST,Antineoplásico,HB HUMAN BIOSC
M0000047965,HB ONCOPROST,Antineoplásico,HB HUMAN BIOSC
M0000047966,HB SUPRAPAIN,Analgésicos Opioides, Alcaloides naturales del opio,HB HUMAN BIOSC
M0000047967,HEPABIONTA,Protector hepático,ASHER PHARMA
M0000047968,HIALUDERM (HIALURONATO DE SODIO),Dispositivo médico clase III,HUMAX
M0000047969,HIDROCLOROTIAZIDA LA SANTE,Antihipertensivo, Diurético,LA SANTE
M0000047970,HIERRONOVA,Antianémico,HUMAX
M0000047971,HYALSENSE,Reparador cutáneo,ABBOTT
M0000047972,IBONE D,Tratamiento de la osteoporosis,ABBOTT
M0000047973,IBUPROFENO LA SANTE,Analgésico, Antiinflamatorio no esteroide,LA SANTE
M0000047974,IMMUNEX,Antirreumático, Inmunomodulador,NOVAMED
M0000047975,INDUCTAL,Hipnótico, Indicado para el tratamiento del insomnio,SIEGFRIED
M0000047976,INDUSTOL LAFRANCOL,Antiulceroso, Citoprotector gástrico,ABBOTT
M0000047977,INVOKANA,Antidiabético,JANSSEN-CILAG
M0000047978,IRTAL 5 MG,Agentes para la disfunción eréctil,NOVAMED
M0000047979,IRUXOL 1.2,Debridación enzimática de heridas necrozadas, incluyendo úlcera en piernas y úlceras decubitales,ABBOTT
M0000047980,ISOFEM GEL,Lubricante íntimo,ABBOTT
M0000047981,IZINOVA,Laxante osmótico,ABBOTT
M0000047982,KADMIZOL-F,Antitricomoniásico, Anticandidiásico,GRUINFACOL
M0000047983,KAFUM,Antifúngico,DR.REDDY'S
M0000047984,KELASSENS,Resina de intercambio catiónico,NUTRABIOTICS
M0000047985,KINALTA,Antineoplásico, Inhibidor de Tirosina Kinasa,HB HUMAN BIOSC
M0000047986,KOACT,Antibacteriano para uso sistémico,NOVAMED
M0000047987,KOPODEX XR,Anticonvulsivante,ABBOTT
M0000047988,KYPROLIS,Inhibidor de proteosoma,AMGEN
M0000047989,L-ARGININA 500 MG SUNDOWN NATURALS,Suplemento dietario,IPEF
M0000047990,L-CARNITINE 500 MG SUNDOWN NATURALS,Suplemento dietario,IPEF
M0000047991,LACRISYN,Lágrimas artificiales,ABBOTT
M0000047992,LAGRIMAX,Lágrimas artificiales,ABBOTT
M0000047993,LAMICOL 1% GEL,Antimicótico Tópico,COASPHARMA
M0000047994,LAMOTRIGINA MK,Anticonvulsivante,MK
M0000047995,LAXESSENS,Laxante fitoterapéutico,NUTRABIOTICS
M0000047996,LEGABIN SR,Antiepiléptico,LEGRAND
M0000047997,LETMAM 2.5MG,Antagonistas de hormonas y agentes relacionados,NOVAMED
M0000047998,LEVOGASTROL,Procinético,FAES FARMA
M0000047999,LEVRONC,Antitusivo,NOVAMED
M0000048000,LEXIB,Antiinflamatorio No Esteroide COX-2,COASPHARMA
M0000048001,LIPOMEGA,Hipolipemiante,PROCAPS
M0000048002,LITORVAS,Normolipemiante,COASPHARMA
M0000048003,LUCIARA,Hidratante dérmico,TECNOFARMA
M0000048004,LUMBAL FORTE,Analgésico,ABBOTT
M0000048005,LUMBAL RELAX,Analgésico, Relajante muscular,ABBOTT
M0000048006,MAGNION,Relajante neuromuscular,ABBOTT
M0000048007,MAH FIRST LOVE + 12 MESES,Fórm, láctea c/hierro p/niños may, de 1 año,MAH
M0000048008,MAH FIRST LOVE 0 A 3 MESES,Fórmula láctea c/hierro p/lactantes,MAH
M0000048009,MAH FIRST LOVE 3-6 MESE,Fórmula láctea c/hierro p/lactantes,MAH
M0000048010,MAH FIRST LOVE 6-12 MESES,Fórmula láctea c/hierro p/lactantes,MAH
M0000048011,MAH FIRST LOVE SIN LACTOSA,Fórmula láctea sin lactosa para lactantes de 0 a 12 meses,MAH
M0000048012,MAH PURE LOVE CEREAL INST.ORG. 3 CEREAL.,Alimento infantil,MAH
M0000048013,MAH PURE LOVE CEREAL INST.ORGANICO ARROZ,Alimento infantil,MAH
M0000048014,MAH PURE LOVE CEREAL INST.ORGANICO AVENA,Alimento infantil,MAH
M0000048015,MÃH PURE LOVE PURE FRUTA ORG. BAN / MAN,Alimento infantil,MAH
M0000048016,MAH PURE LOVE PURE FRUTA ORG. MANZANA,Alimento infantil,MAH
M0000048017,MAH PURE LOVE PURE FRUTA ORG. PERA / MAN,Alimento infantil,MAH
M0000048018,MAH PURE LOVE PURE FRUTA ORG.FRUTAS TROP,Alimento infantil,MAH
M0000048019,MÃH PURE LOVE SNACKS YOG. BITES FRUTOS B,Alimento infantil,MAH
M0000048020,MAH PURE LOVE SNACKS YOGURT BITES FRESA,Alimento infantil,MAH
M0000048021,MAXTIME,Anestésico tópico,ABBOTT
M0000048022,MELOCAM DUO,Analgésico, Antiinflamatorio,ABBOTT
M0000048023,MENODIN RETARD,Estrogenoterapia,ABBOTT
M0000048024,MEPACT,Inmunoestimulante,TAKEDA
M0000048025,MESAZINA,Antiinflamatorio intestinal,TAKEDA
M0000048026,METABESSENS,,NUTRABIOTICS
M0000048027,MINOVELT,Antibiótico,HB HUMAN BIOSC
M0000048028,MIRTAZAPINA,Antidepresivo,HUMAX
M0000048029,MIRTAZAPINA MK,Antidepresivo,MK
M0000048030,MISURE GEL,Agente hematológico,EUROETIKA
M0000048031,MOFLAG D,Antimicrobiano, corticosteroide,ABBOTT
M0000048032,MONOLITUM FLAS,Inhibidor de la bomba de protones,FAES FARMA
