codigo_medicamento,nombre_medicamento,grupo_medicamento
AW40390,Crema Dermoprotectora Con Zinc 20% Pote x  150g Yoky (FP),AW4
AW40392,Vaselina Baby Pote x 180g Yoky (FP),AW4
AW61155,Acondicionador Pantene Control Caida Bambu Pote x 200 mL (FP),AW6
D110072,Acetato De Aluminio 0.059 g por 100 mililitros Locion Frasco x 120 mL Genfar (FP),D11
AP80043,Termometro Digital Rigido Ref TRDR004 (Alfasafe) (FP),AP8
N020298,Adorlan Forte 50mg/50mg Blister x 10 Tabletas (Tramadol/Diclofenaco) (FP),N02
R050135,Bisolvon Max  30mg/5mL Jarabe Frasco x 120mL (Ambroxol) (FP),R05
BA30220,Bactigras Vendaje De Gasa Parafinada 10x10 Ref.7457 (Drog),BA3
AW40389,Repuesto Neutrogena Hydro Boost Water Gel Hidratante x 50g (FP),AW4
R030199,Spiriva Respimat 2.5 mcg/puff Inhalador x 60 puff (Tiotropio Bromuro) [RG] (FP),R03
BE20214,Ortesis Digital Canaleta A Medida (Orthop) (Institucional Drog),BE2
A100117,Xultophy 100UI/mL/3.6 mg/mL Solución Inyectable Jeringa x 3ml (Degludec/Liraglutida)*(AR) [RG] (FP),A10
A020215,Gastrofast Advance 5/2.67/8/1.2g/100mL Suspension Sachet x 10mL (alginato/bicarbo/magaldrat/Sime (FP,A02
N080266,Samexid 50mg Capsula (Lisdexanfetamina) [RG] (FP),N08
AW40401,Almipro Syndet Limpiador Liquido Para Cabeza Y Cuerpo Frasco x 400 mL (FP),AW4
G030160,Gestageno 200mg Caja x 30 Capsulas (Progesterona Micronizada) [RG] (FP),G03
AW40402,Anthelios UVMune 400 Fluido Oil Control Sin Color Frasco x 50 mL (FP),AW4
V060405,Pastillas Vick Drops Mix Masticables x Unidad (FP),V06
J010546,Keflex 250 mg/5 mL (5%) Polvo Para Reconstituir Suspensión Oral Frasco x 35 g (Cefalexina ) (Drog),J01
AW40400,Eucerin Aquaphor Balsamo Reparacion De Labios Barra x 10mL (9.5g) (FP),AW4
AW61161,Champu Muss Kids Durazno Sin Sal Frasco x 400 mL (FP),AW6
AW40403,Eucerin Dermo Pure Oil Control Gel De Limpieza Facial Frasco x 200 mL (FP),AW4
J010547,Clavutec 400/57mg/5 mL Polvo Para Reconstituir Suspension Oral Frasco x 100mL (amoxicil/Ac clav (FP),J01
J010548,Clavutec 600mg/42.9mg/5mL Polvo Para Reconstituir Oral Frasco x 100 mL (Amoxicilina/ Clavul) (FP),J01
BA60095,Bolsa Para Ostomia # 100 Surfit Plus 401608 (FP),BA6
BA30221,Fit Parche Analgesico Monodosis (Drog),BA3
L020060,Letrole 2.5 mg Caja x 30 Tabletas Recubiertas (Letrozol) [RG] (FP),L02
AW40391,Base Super Fortalecedora Quimica Inglesa Misskiut Con Ajo Y Vitamina E frasco x 9 mL (FP),AW4
AW61162,Crema Dental Colgate ORIGINAL Menta Tubo x 60mL (FS),AW6
AW30617,Hielo Mineral (Gel Corporal Refrescante y Relajante) Athos Pote x 100mL (FP),AW3
V060406,Similac 3 Kid 5HMO Polvo Para Reconstituir Tarro x 350g (FP,V06
BA30223,Omnifix Elastic Aposito Rollo 10cm x 10m (Drog),BA3
S020026,Fixamicin Dol 1mg/40mg/10000UI/3.75mg Frasco Got x 15 mL (Dexame/Lidocaina/Polimixina/Neomicina (FP),S02
AW40405,Endocare Renewal 0.2%  Retinol Serum Tubo x 30 mL (FP),AW4
AW61164,Acondicionador Tio Nacho Celulas Madre Pote x 415 mL (FP),AW6
L020061,Arimidex 1 mg Caja x 28 Tabletas (Anastrozol) [RG] (FP),L02
D050013,Soriderm 5g/0.2g/100 mL Champu  Frasco x 250mL (Alquitrán de hulla + Alantoína) (FP),D05
AW61163,Acondicionador Savital Colageno Y Sabila Pote x 490 mL (FP),AW6
B010155,Enoxaparina 80 mg/0.8 mL Solución Inyectable Jeringa Precargada (Delta) [AR-RG] (Drog),B01
AW70063,Toallas Nosotras Invisible ORGANICO Paquete x 10 Unidades (FP),AW7
H030068,Synthroid 150mcg Frasco x 90 Tabletas (Levotiroxina Sodica) (FP),H03
N080268,Clonazepam 2.5mg/mL Frasco Gotero x 20 mL (600 gotas) Solucion Oral M.K (FP),N08
D060081,Virex Unguento 5% Tópico Labial Tubo x 10g (aciclovir)  (FP),D06
G030163,Mesigyna  50 mg/5 mg Sln Inyectable x 1mL Jeringa (Noretisterona enan/Estradiol valerato) [RG] (FP),G03
C090212,Losartan Potasico 50 mg Caja x 30 Tabletas Recubiertas Genfar (FP),C09
N020300,Fencafen 1mg/100mg Blister x 10 Tabletas (Ergotamina + Cafeina) (FP),N02
N060250,Escitalopram Oxalato 10 mg Blister x 10 Tabletas Cubiertas M.K (FP),N06
D100068,Clindamicina 1% Solución Tópica Frasco x 30 mL Gernfar (FP),D10
N020286,Dolex Forte 500/65mg Tableta (Acetaminofen/cafeina) Drog,N02
J010550,Ampicilina 1 g Polvo Para Reconstituir Vial Inyectable Vitalis (FP),J01
J010539,Trimetoprim/Sulfametoxazol 160 mg/800 mg Tableta Genfar  (Institucional Drog),J01
AW61135,Tratamiento Capilar Dove Hidratacion + Hialuronico Pote x 270 mL (FP),AW6
C070107,Concor 10mg Frasco x 30 Tabletas (Bisoprolol Fumarato) [RG] (FP),C07
AW30598,Jabón Liquido Dove Wash Deep Moisture Pote x 325 mL (FP),AW3
V030187,Vaporal Inhalador Barra x 10g (FP),V03
M010347,Ibuprofeno 100 mg/5 mL Suspensión Oral Frasco x 120mL Genfar  (FP),M01
AW61136,Tratamiento Capilar Dove Hidratacion + Hialuronico Paquete x 12 Sobres (FP),AW6
D060080,Mupiral 2% Unguento Tubo x 15g (Mupirocina) (Drog),D06
R030195,Montelukast 5 mg Caja x 30 Tabletas Masticables Genfar [RG] (FP),R03
BE10337,Tobillera Tipo Media  Talla S Ref-18373N  Kamex (Drog),BE1
C080092,Alencal 2.5mg Caja x 30 Tabletas (Levoamlodipino) (FP),C08
A030206,Duspatalin 135mg Caja x 10 Tabletas Recubiertas (Mebeverina) (FP),A03
AW30596,Hielo Mineral (Gel refrescante y Relajante) Pote x 200g Athos (FP),AW3
A120123,Enteroplex Polvo Para Reconstituir Tarro x 180 g (Suplemento Dietario) (FP),A12
A070149,Budenofalk 3 mg Blister x 10 Capsulas (Budesonida) [RG] (FP),A07
A030207,Buscapina 10mg Gragea ( Hioscina N-butilbromuro ) (Drog),A03
AW61166,Desodorante Rexona Clinical Expert Aerosol x 90g Oferta x 2 Men (FP),AW6
B010158,Fraxiparine 40 mg (3800 Unidades) Solucion Inyectable Jeringa Precar x 0.4 mL (Nadroparina) [AR) (FP,B01
G030161,Nebido 1000mg/4mL Solución Inyectable (Testosterona Undecanoato) (FP),G03
N040050,Neupro 8 mg/24 H (18 mg Totales por parche) Pache Trasndérm caja x 14 parches (Rotigotina) [RG] (FP),N04
BE10338,Media Gradiente Dama a la Rodilla Beige 20-30 Talla XL No-varix Ref-10108106 (Drog),BE1
N020083,Sevedol Extrafuerte 250/400/65mg tableta recubierta ( Acetaminofen/Ibuprofeno/ Cafeina ) (Dro),N02
BL20195,Sonda Foley 2 Vias # 16 Ref: GCU-1605L Golden Care (FP),BL2
AP50332,Filtro Respirador de Partículas N95 NIOSH (Nitta) Ref: 9510-1 Blanco  (FP),AP5
N080271,Transtec 70 mcg/h (40mg) Parche Transdermico (Buprenorfina) [RG] (FP),N08
M030103,RelaxKov 4mg tableta (Tizanidina) (Institucional Drog),M03
L010378,Hydrea 500mg Caja x 100 Capsulas (Hydroxyurea) [AR] (FP),L01
G030164,Femiden 2.5mg/1.5mg Caja x 28 Tabletas Recubiertas (Nomegestrol/Estradiol) [RG] (FP),G03
BL20194,Sonda Foley 2 Vias # 14 Ref: GCU-1405L Golden Care (FP),BL2
BL20196,Sonda Foley 2 Vias # 18 Ref: GCU-1805L Golden Care (FP),BL2
AW20234,Toalla Impregnada Con Alcohol Isopropilico 70% x 1 Sobre Medical Supplies (FP),AW2
BL20197,Sonda Foley 2 Vias # 20 Ref: GCU-2005L Golden Care (FP),BL2
AP90234,Incentivo Volumetrico Respiratorio Adulto 1 Bola x 4000 mL Biolife (FP),AP9
AP20046,Bolsa Recolectora de Orina Pediatrica Biolife x Unidad (FP),AP2
BL20193,Sonda Foley 2 Vias # 12 Ref: GCU-1205L Golden Care (FP),BL2
AP10164,Equipo Macrogotero Sin Rosca Biolife (FP),AP1
N080276,Metilfenidato 10 mg Tableta (FNE) [RG] (Drog),N08
AO10656,Pito Urinario Masculino Biolife Ref-21106541 (FP),AO1
M010352,Celebrex 200mg Caja x 10 capsulas (celecoxib) (RG) (FP),M01
C090216,Losartan 100 mg Blister x 10 Tabletas recubiertas Ecar (FP),C09
N060254,Sertralina 50 mg Tableta Recubierta M.K (Institucional Drog),N06
AW61176,Metaclor Cleaner Solucion Spray Frasco x 100mL  (clorhexidina) (FP),AW6
S010389,Tobracort 0.3%/0.1% Suspensión Oftálmica Frasco Gotero x 6 mL (Tobramicina/Dexametasona) (insti Drog,S01
BA60099,Bolsa Para Ostomia # 100 Natura Ref-416472 (FP),BA6
R010083,Beclometasona Dipropionato NASAL 50 mcg/dosis Aerosol Fco x 200 dosis (Biosyntec) (Institucional Dro,R01
AW61177,Enjuague Bucal Proquident Sensitive Zero Sandia Frasco x 200 mL (FP),AW6
B020095,Fibrilok 500 mg Caja x 10 Tabletas (Acido Tranexámico) (FP),B02
A120128,Colageno Hidrolizado + Vitamina C 10g/500mg Caja x 30 Sobres 10.6g Ecar (FP),A12
BE20223,Ortesis Plantar A Medida Con Alza Y Boton Metatarsiano (cod 110115) O.T (Institucional Drog),BE2
V030211,Mieltertos ZERO Sobre x 4 Tablñetas Masticables (FP),V03
AW61178,Toallitas Humedas Huggies Paquete x 16 Unidades (FP),AW6
BA60098,Galleta Para Ostomia Surfit Natura # 100 Ref-401905 (FP),BA6
N020303,Dolex Avanzado Rapida Accion 500mg Frasco x 24 Tabletas Recubiertas (Acetaminofen) (FP),N02
AW61179,Pañal Huggies Triple proteccionEtapa 3 (G) Paquete x 25 unidades (FP),AW6
AW61180,Pañal Huggies Tripe Proteccion Etapa 4 (XG) Paquete x 25 Unidades (FP),AW6
BA30234,Colector Exudado de Plata Small Genadyne (10 x 7.5 x 3.3 cm),BA3
AZ10297,Mollelast Venda de Fijacion Elastica 4 cm x 4 m Ref-14410 (FP),AZ1
A070151,Electrolit 30 mEq PONCHE DE FRUTAS Frasco x 625 mL (Electrolitos Orales) (FP),A07
C030070,Firialta 10mg Caja x 28  Tabletas Recubiertas (Finerenona) (FP),C03
C030071,Firialta 20mg Caja x 28  Tabletas Recubiertas (Finerenona) (FP),C03
C090218,Minart 16mg caja x 30 Tabletas Recubiertas (Candesartan) [RG] (FP),C09
BE20225,Ortesis De Hombro Omo Neurexa O.T (Institucional Drog),BE2
M090011,Dropyal One 98mg/4.9mL (20mg/mL) Jeringa Prellena (Hialuronato De Sodio) (FP),M09
A060103,Modulex 24mcg Caja x 20 Capsulas Blandas (Lubiprostone) (FP),A06
V070176,Aceite Corporal De Oliva Frasco x 250 mL Athos (FP),V07
C050057,Hirudod 0.3% Gel Tubo x 40 g (Mucopolisacarido de acido sulfurico) (Drog),C05
N050218,Risperidona 2 mg Tableta Recubierta M.K [RG] (FP),N05
R060182,Difenhidramina 50 mg Capsula Anglopharma (Drog),R06
A070148,Mesalazina 500 mg Blister x 10 Tabletas Cubierta Enterica  Ecar [RG] (FP),A07
B050287,Manitol 20% Solución Inyectable Bolsa BFS x 500 mL Corpaul (FP),B05
B010159,Fraxiparine 30 mg (2850 Unidades) Solucion Inyectable Jeringa Preca x 0.3 mL (Nadroparina) [AR] (FP),B01
A120127,Zinc Plus 54.8mg  Frasco x 30 Tabletas (oxido De Zinc) (FP),A12
AW61168,Cepillo Electrico Recargable Kids Oral-B  Princess 3+ (FP),AW6
G040123,Uroxacin 200 mg Tableta (Fenazopiridina) (Institucional Drog),G04
M030101,Paralgen 8 mg Caja x 10 Tabletas Recubiertas (Tiocolchicosido) (FP),M03
A060101,Enema Rectal Fosfato De Sodio Dibasico-Monobasico Bolsa PVC x 133mL Corpaul (Drog),A06
G030162,Esteine 3.5mg Caja x 6 Ovulos Vaginales (Estriol) (FP),G03
B010157,Enoxaparina 60 mg/0.6 mL Solución Inyectable Jeringa Precargada (Delta) [AR-RG] (Drog),B01
A070150,Diosmectita 3g Polvo Para Reconstituir Suspension Oral Sobre Genfar (FP),A07
AW40410,Isdin Fotoultra 100 Active Inufy SIN COLOR Fluid (Aclara y unifica) 50+SPF Pote x 50mL (FP),AW4
B050285,Dextrosa  5%  Bolsa BFS x 500 mL Corpaul (Drog),B05
M010354,Dexketovitae 25mg Solucion Oral Sachet x 10 mL (Dexketoprofeno) (Drog),M01
BE10339,Media Pantalon Con Gradiente 20-30mmHg Dama Beige Talla XL No-varix Ref-10106206 (Drog),BE1
N080273,Sedoxil 1mg Tableta (Mexazolam) (FP),N08
BL20202,Sonda Nelaton # 14 Sherleg (FP),BL2
BL20203,Sonda Nelaton # 16 Sherleg (FP),BL2
BL20204,Sonda Nelaton # 18 Sherleg (FP),BL2
BL20199,Sonda Nelaton # 8 Sherleg (FP),BL2
BL20201,Sonda Nelaton # 12 Sherleg (FP),BL2
M010355,Advil Teens 200mg Blister x 4 Capsulas Blandas (Ibuprofeno) (FP),M01
AP10165,Conector Libre De Aguja Plus Alfasafe Ref-IMSA018 (FP),AP1
C040017,Pentoxifilina 400mg Caja x 30 Tabletas De Liberacion Prolongada Genfar (FP),C04
M090009,Synvisc One 48 mg Sol inyectable Jeringa Precargada x 6 mL (Hylano G-F Hilano A:Hilano B 9:1) (Drog),M09
AW40412,Eucerin PH5 Crema Intensiva Corporal Piel Seca Y Sensible Pote x 457 g (FP),AW4
BE10340,Media Gradiente 15-20mmHg Dama a la Rodilla Beige Talla S No-varix Ref-10107502 (Drog),BE1
N030202,Valcote ER 500mg Blister x 10 Tabletas De Liberacion Prolongada (Divalproato sodico) [RG] (Drog),N03
BL20198,Sonda Nelaton # 6 Sherleg (FP),BL2
BL20200,Sonda Nelaton # 10 Sherleg (FP),BL2
AW61174,Cepillo Dental Yoky Suave Duo Adulto 104 (FP),AW6
N030201,Valcote ER 250mg Blister x 10 Tabletas De Liberación Prolongada (Divalproato Sodico) [RG] (Drog),N03
H030069,Levotiroxina 150 mcg Blister x 10 Tabletas Siegfried (FP),H03
AW61172,Cepillo Dental Yoky kids Niña Suave (FP),AW6
B050289,Lactato Ringer (Hartman) Bolsa PVC x 1000mL Corpaul (FP),B05
BE20220,Ferula Para Dedo a Medida O:T (Institucional Drog),BE2
V060409,Activox ICE Menta Sobre x 4 Tabletas Masticlabes (FP),V06
B030081,Ferrimed Plus 330/1/2/100mg Caja x 60 Capsulas (Fumarato ferroso/Cianocobala/Ac folico/Ac ascor (FP),B03
N020302,Dolex Avanzado Rapida Accion 500mg Blister x 10 Tabletas (Drog),N02
S010383,Flumetol NF Ofteno 0.1% Suspensión Oftálmica Frasco Gotero x 5 mL (Fluorometalona) (FP),S01
R060186,Fexu 120mg Caja x 10 Tabletas Recubiertas (Fexofenadina) (FP),R06
N060257,Trittico AC 150mg Caja x 20 Tabletas De Liberacion Prolongada (Trazodona) (FP),N06
C090217,Irbigen 150mg Blister x 10 Tabletas Recubiertas (Irbesartan) [RG] (FP),C09
D010073,Ketoconazol 2% Champoo Frasco x 250mL (Farmanal) (FP),D01
N060253,Exelon 9 mg Caja x 30 Parches (Rivastigmina Base Equivalente 4.6 mg/24 horas) [RG] (FP),N06
H020137,Dexametasona 8 mg/2 mL Solucion Inyectable Vitalis (Drog),H02
AW61187,Desodorante Dove  Men + Care Invisible Dry Spray x 87g (150mL) (FP),AW6
AW61188,Desodorante Dove Men + Care Invisible Dry Spray x 87g (2zx1) (FP),AW6
V060412,Similac Total Comfort HMO Etapa 2 (1-3 años) Tarro x 820g (FP),V06
R050138,Noxpirin TS 0.3% Jarabe Frasco x 120mL (Destrometorfano) (FP),R05
AW61182,Repuesto Cepillo Electrico Oral-B Advanced Clean Caja x 2 Unidades (FP),AW6
D110074,Blakisima 2% Crema Pote x 60 g (Hidroquinona) (FP),D11
C050056,Hirudoid 0.3% Crema Topica Tubo x 40 g (Mucopolisacarido de acido sulfurico) (FP),C05
BE20221,Ortesis Muñeca Universal Ambidiestra Ref.820400615999 (Tecnomed) (Drog),BE2
AW61173,Cepillo Dental Yoky Sensitive Super Flex Adulto (FP),AW6
AS90249,Pila AA Eveready Alcalina x Par (FP),AS9
AO51639,Muletas Axilar Aluminio Physiotrauma (Institucional Drog),AO5
M010357,Ketesse 25mg Solucion Oral Sachet x 10 mL (Dexketoprofeno) (FP),M01
S010391,Hialtears 0.4% Solucion Oftalmica Prepack Frasco x 15mL +10 mL (Hialuronato de sodio) (FP),S01
AW61184,Tena Pants Nocturno (8 Gotas) Talla M Paquete x 8 Unidades (FP),AW6
AW61185,Tena Pants Nocturno (8 Gotas) Talla L Paquete x 8 Unidades (FP),AW6
AZ10296,Rosidal K Venda Elastica Traccion Corta  12 cm x 5 m Ref-22203 (FP),AZ1
M010351,Lumbal Forte 550 mg/65 mg Blister x 6 Tabletas (Naproxeno/Cafeina) (FP),M01
AZ10294,Rosidal K Venda Elastica Traccion Corta  8 cm x 5 m Ref-22201 (FP),AZ1
R030201,Neumolex 5 mg/2.4mg/2.5 mg Jarabe Frasco x 120 mL (Loratadina/Salbutamol/Noscapina)  (FP),R03
BE20224,Ortesis De Muñeca Para Lesion De Nervio Radial a Medida O.T (Institucional Drog),BE2
AS90250,Pila AAA Eveready Alcalina x Par (FP),AS9
AZ10292,Rosidal K Venda Elastica Traccion Corta 4cm x 5 m Ref-22199 (FP),AZ1
N040051,Neupro 4mg/24h (9 mg Totales por parche) Caja x 14 Parches Transdermicos (Rotigotina) [RG] (FP),N04
AW40415,Cremoquinona Cicatrices Pomada Tubo x 30 g (Calendula+Silicio) (FP),AW4
AW61189,Pañuelos Kleenex Paquete x 10 pañuelos (FP),AW6
AZ10293,Rosidal K Venda Elastica Traccion Corta 6cm x 5 m Ref-22200 (FP),AZ1
BE10341,Prenda Compresiva Sobre Medida Tipo Pantalon (GBPC402) Green (Institucional Drog),BE1
AW30641,Sol-or Family SPF 50+ Protector Solar Emulsion Sobre x 10g (FP),AW3
AP90244,Ostenil Plus 40mg/mL (2%)  Solucion Inyectable Jeringa Prellena (Hialuronato Sódico) (FP),AP9
AZ10295,Rosidal K Venda Elastica Traccion Corta  10 cm x 5 m Ref-22202 (FP),AZ1
BE20226,Ortesis Para Mano Intrinseca Plus Cod 0020 O.T (Institucional Drog),BE2
J010569,Unasyn 375mg Tableta (Sultamicilina) (Drog),J01
AW40407,Protector Solar Sorel PLus-Sun SPF 50+ Gel Tubo x 50g (FP),AW4
BE20217,Ortesis Dinamica Tipo Avioneta Ortho (Institucional Drog),BE2
AW40414,Desitin Creamy (Ungüento Cremoso) Tubo x 113g (FP),AW4
A110211,Retiblan 50 mil U.I Blister x 10 Cápsulas Blandas  (Vitamina A (acetato o palmitato) (FP),A11
B050284,Dextrosa 5% /Sodio Cloruro 0.9% Solución Inyectable Bolsa BFS x 500 mL (Mixto) Corpaul (FP),B05
A120126,Compon-X Frasco x 180 Capsulas (L-Carnitina/Cafe verder) (FP),A12
M030104,Doloro 10mg Tableta Recubierta (Ciclobenzapina) Institucional Drog),M03
G030165,Gestageno 100mg Caja x 30 Capsulas Blandas (Progesterona) [RG] (FP),G03
C090211,Exforge HCT 10/320/25mg Caja x 28 Tabletas (Amlodip/valsart/hidroclor) [RG] (FP),C09
AW61165,Ludika Gel Lubricante Intimo Pote x 50g (FP),AW6
AW61170,Kit Higiene Oral Viajero (Cepillo-Seda-Crema) Yokydent x Unidad (FP),AW6
BE20215,Ortesis Tobillo-Pie En Fibra De Carbono O.T (Institucional Drog),BE2
A120087,Vitacerebrina Next Granulado  Bolsa x 250g (FP),A12
AW40413,Isdin Nutradeica DS Facial Crema-Gel Tubo x 50 mL (FP),AW4
AW40408,Protector Solar Sorel Plus-Sun SPF 50+ Emulsion Tubo x 50g (FP),AW4
P020043,Pamoato de Pirantel 250 mg/5 mL Suspensión Oral Frasco x 15 mL Genfar (FP),P02
R050136,Levodropropizina 6 mg/mL Jarabe Frasco x 120 mL Genfar (FP),R05
R050137,N-Acetilcisteina 600mg Polvo Para Reconstituir Sobre x 1.5g Genfar (FS),R05
S010380,Azarga 1%/0.5% Solucion Oftalmica Frasco Gotero x 5 mL (Brinzolamida/Timolol) [RG] (Institucional Dr,S01
B010156,Enoxaparina 40 mg/0.4 mL Solución Inyectable Jeringa Precargada (Delta) [AR-RG] (Drog),B01
B050298,Lactato Ringer (Hartman) Bolsa PVC x 500mL Corpaul (FP),B05
M020041,Parche Leon 4.8mg Sobre x 1 Ref-45900 (capsaicina) Hansaplast (FP),M02
AW30642,Polvo Compacto Piel MIxta A Grasa SAMY # 02 Tono Beige Estuche x 9g (FP),AW3
A110217,Vitamina E 400 Unidades Frasco x 30 Capsulas Blandas Procaps (FP),A11
B010164,Eliquis 5 mg Tableta (Apixaban) [AR-RG] (Institucional Drog),B01
B010165,Eliquis 5 mg Blister x 10 Tabletas Recubiertas (Apixaban) [AR-RG] (FP),B01
H020139,Inflacor Retard 6mg+6mg/2mL Inyectable jeringa Pre (Betametasona F/Betametasona Acet) (Drog),H02
A100128,Ozempic 1.34mg/mL (0.25mg-0.5mg dosis) Sln Inyectable Lapicero x 1.5 mL (Semaglutida) (FP) [RG],A10
C100126,Gemfibrozilo 600 mg Caja x 30 Tabletas Recubiertas Genfar (FP),C10
G040124,Vesicare 5mg caja x 20 Tabletas Recubiertas (Solifenacina) (FP) [RG],G04
C080093,Diltiazem 60 mg Caja x 20 Tabletas Genfar  (FP),C08
N030204,Levetiracetam 500mg Blister x 10 Tabletas Recubiertas Genfar (FP) [RG],N03
A100127,Rybelsus 3mg Caja x 30 Tabletas (Semaglutida) [RG],A10
AW61192,Dolni-K Enjuague Bucal Frasco x180mL (Potasio citrato/Fluor) (VMR) (FP),AW6
P020044,Quanox 0.1% Locion Frasco x 60 mL (Ivermectina)  (FP),P02
S010394,Combigan 0.2%/0.5% Solucion oftalm Frasco gotero x10 mL (Brimonidina/Timolol)(inst) [RG] (Instit Dro,S01
AW40418,Eucerin Anti-Pigment Crema De Manos FPS 30 Tubo x 75mL (Drog),AW4
AW40419,Chapstick Labial Candy Cane Paquete x 2 Unidades x 4g (FP),AW4
M010365,Meloxicam 15 mg Tableta A.G (Drog),M01
AW30643,Cetaphil Locion Ultrahumectante Pote x 473 mL (FP),AW3
N060262,Moltoben 20mg Caja x 20 Capsulas (Fluoxetina) (FP),N06
A040046,Ondax 4 mg Tableta (Ondansetron) (Institucional Drog),A04
R030203,Relvar Ellipta 200mcg/25mcg/Dosis Polvo Para Inhalacion x 30 Dosis (Fluticasona/Vilanterol) (FP) [RG,R03
N020311,Doloff 5mg/325mg Tableta Recubierta (Hidrocodona/acetaminofen) (Institucional Drog),N02
P020045,Albendazol 200 mg Caja x 2 Tabletas Genfar (FP),P02
BE20229,Ortesis Tobillo-Pie Solida Tip (Ortho) (Institucional Drog),BE2
A040047,Cystron 8mg/4mL Solucion Inyectable Ampolla (Ondansetron) (FP),A04
L020067,HB Oncocare 1mg Caja x 28 tabletas (Anastrazol) (FP) [RG],L02
J010587,Vaneotik 125mg Caja x 30 Capsulas (Vancomicina) (FP),J01
J010588,Vaneotik 250mg Caja x 30 Capsulas (Vancomicina) (FP),J01
V030216,Nikzon 86mg Caja x 14 Capsulas (Ruscus Aculeatus) (FP),V03
AW20239,Pañal Huggiest Natural Care Etapa 2 (M) Paquete x 60 Unidades (,AW2
S010395,Lagricel Ofteno  PF 0.4% Solucion oftalmica Frasco x 10 mL (Hialuronato de sodio) (FP),S01
H030071,Levotiroxina 75 mcg Caja x 30 Tabletas M.K (FP),H03
L020068,Oncoprost 150mg caja x 28 Tabletas (Bicalutamida) (FP) [RG],L02
AW20240,Pañal Huggies Active Sec Soft Comfort Etapa 5 (XXG) Paquete x 52 Unidades (FP),AW2
V060415,Nutramigen Premium  LGG Polvo Para Reconstituir Tarro x 357 g (FP),V06
C090222,Losartan 50 mg Blister x 15 Tabletas Recubiertas Ecar (FP),C09
A070152,Pangetan 2 mg  Blister x 4 Tabletas (Loperamida Clorhidrato) (FP),A07
G030167,Microgynon Suave (0.1/0.02) mg Caja x 21 Grageas ( Levonorgestrel/Etinilestradiol) (FP) [RG],G03
AW61196,Corega Tabs Caja x 30 Tabletas Efervescentes (FP),AW6
AW61191,Crema Dental Colgate Sensitve Proalivio Inmediato Tuvo x 60g (40mL) (FP),AW6
AW61193,Clorhexol Gel Tubo x 30g (FP),AW6
G030166,Drospera 20 3mg/0.02mg Caja x 28 Tabletas (Drospirenona/etinilestradiol) (FP) [RG],G03
V060416,Nan 2 Opti Pro HMO 2 Caja x 1.4 kg Polvo para reconstituir (FP),V06
M010360,Fluturan 400/2.5/10mg Caja x 10 Capsulas De Gelatina (Ibuprofeno/Desloratadina/Fenilefrina) (FP),M01
C070112,Metoprolol TARTRATO 50 mg Blister x 10 Tabletas De Liberacion Prolongada M.K (FP) [RG],C07
N060259,Vigia 100mg Caja x 10 Capsulas Blandas (Modafinil) (FP),N06
N060260,Komency 20mg Tableta Recubierta (Escitalopram) (Institucional Drog),N06
AW40416,Eucerin Anti-Pigment Body Tubo x 200mL (Drog),AW4
N030208,Carbamazepina 200 mg Blister x 10 Tabletas  Laproff (FP) [RG],N03
N020306,Migradorixina 125mg/1mg Blister x 10 Comprimidos recubiertos (Lisina/Ergotamina) (FP),N02
S010393,3-A Ofteno 0.1% Solución Oftalmica Frasco Gotero x 5 mL (Diclofenaco) (FP),S01
V030214,Biogaia + VITAMINA D3 Suspension Oral Gotas Frasco x 5 mL (FP),V03
AW70065,Tampones Nosotras SUPER Sin Aplicador Caja x 8 Unidades (FP),AW7
AW40421,Nude Protector Solral Facial Fluido Sin COLOR SPF 60 Frasco x 50 mL (FP),AW4
N020308,X Ray Dol 220/250/65mg Blister x 4 Tabletas (Acetaminofen/Naproxeno/Cafeina) (FP),N02
AW61198,Tena Pants Comfort Incontinencia Moderada Talla M Paquete x 8 (FP),AW6
V070177,Linimento Deportivo Lister Spray Frasco x 200 mL (Drog),V07
AW70064,Tampones Nosotras REGULAR Sin Aplicador Caja x 8 Unidades (FP),AW7
D020042,Crema Numero 4 Naturals 25% Capa Cremosa Con Calendula Tubo x 20 g (Oxido De Zinc/ Calendula) (FP),D02
M010364,Meloxicam 7.5 mg Caja x 10 Tabletas A.G (FP),M01
AW40420,Nude Protector Solral Facial Fluido Con COLOR SPF 60 Frasco x 50 mL (FP),AW4
J010582,Nitrofurantoína 100 mg Blister x 10 Capsulas M.K (FP),J01
D020043,Forz Sport Linimento Spray Frasco x 200 mL (Salicilato de metilo/Mentol) (Drog),D02
